regiao,uf,cidade,sexo,faixa_etaria,ano_abertura,mes_abertura,data_abertura,data_resposta,tempo_resposta,nome_fantasia,segmento_de_mercado,area,assunto,grupo_problema,problema,como_comprou_contratou,procurou_empresa,respondida,situacao,avaliacao_reclamacao,nota_do_consumidor,resolvida,contexto_ia,resumo_ia,categoria_ia,sentimento_ia,urgencia_ia
S ,RS,Porto Alegre,M,entre 31 a 40 anos,2023,12,2023-12-14,2023-12-16,2.0,Samsung - Loja Online,Comércio Eletrônico,Produtos Eletrodomésticos e Eletrônicos,"Lavadora de roupa, louça e secadora",Contrato / Oferta,Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Internet,S,S,Finalizada não avaliada,Não Avaliada,,0,"Área: Produtos Eletrodomésticos e Eletrônicos | Assunto: Lavadora de roupa, louça e secadora | Problema: Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa | Grupo: Contrato / Oferta",A cliente alega que a loja não entregou o produto conforme a oferta.,Contrato / Oferta,Muito Negativo,Media
S ,RS,Porto Alegre,F,entre 21 a 30 anos,2023,12,2023-12-14,2023-12-19,5.0,XP Investimentos,Corretoras e Distribuidoras de Títulos e Investimentos,Serviços Financeiros,Investimentos / Aplicações / Câmbio / Previdência Privada,Vício de Qualidade,"Dificuldade de pagamento, saque, depósito, transferência",Internet,S,S,Finalizada não avaliada,Não Avaliada,,0,"Área: Serviços Financeiros | Assunto: Investimentos / Aplicações / Câmbio / Previdência Privada | Problema: Dificuldade de pagamento, saque, depósito, transferência | Grupo: Vício de Qualidade",Dificuldade de realizar operações financeiras.,Atendimento,Negativo,Alta
S ,RS,Porto Alegre,F,entre 61 a 70 anos,2024,6,2024-06-12,,,Claro Residencial,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,TV por Assinatura,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Não comprei / contratei,S,N,Cancelada,,,0,Área: Telecomunicações | Assunto: TV por Assinatura | Problema: Cobrança indevida / abusiva para alterar ou cancelar o contrato | Grupo: Cobrança / Contestação,A cliente está sendo cobrada indevidamente pela TV por Assinatura.,Cobrança,Muito Negativo,Alta
S ,RS,Porto Alegre,M,entre 21 a 30 anos,2023,11,2023-11-23,2023-11-29,6.0,Nubank,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Atendimento Bancário,Atendimento / SAC,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Internet,S,S,Finalizada avaliada,Não Resolvida,2.0,1,Área: Serviços Financeiros | Assunto: Atendimento Bancário | Problema: SAC - Demanda não resolvida / não respondida / respondida após o prazo | Grupo: Atendimento / SAC,Demanda de atendimento não resolvida no SAC.,Atendimento,Negativo,Alta
S ,RS,Porto Alegre,F,entre 41 a 50 anos,2023,5,2023-05-09,2023-05-12,3.0,CEEE Distribuição,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Atendimento / SAC,Má qualidade no atendimento presencial ou outros canais (exceto SAC),Internet,S,S,Finalizada não avaliada,Não Avaliada,,0,"Área: Água, Energia, Gás | Assunto: Energia Elétrica | Problema: Má qualidade no atendimento presencial ou outros canais (exceto SAC) | Grupo: Atendimento / SAC",Problemas com o atendimento presencial ou outros canais para a energia elétrica.,Atendimento,Negativo,Baixa
S ,RS,Porto Alegre,F,entre 51 a 60 anos,2024,10,2024-10-24,2024-11-01,8.0,Mercado Livre,Empresas de Intermediação de Serviços / Negócios,Produtos Eletrodomésticos e Eletrônicos,Televisão,Contrato / Oferta,Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Internet,S,S,Finalizada avaliada,Não Resolvida,5.0,1,Área: Produtos Eletrodomésticos e Eletrônicos | Assunto: Televisão | Problema: Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa | Grupo: Contrato / Oferta,A cliente reclama que a oferta de televisão não foi cumprida e que ela foi vendida com características diferentes das descritas na publicidade.,Contrato,Muito Negativo,Media
S ,RS,Porto Alegre,M,entre 31 a 40 anos,2023,6,2023-06-15,2023-06-19,4.0,Banco Itaú Unibanco,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Conta corrente / Salário / Poupança /Conta Aposentadoria,Cobrança / Contestação,Cobrança por serviço/produto não contratado / não reconhecido / não solicitado,Telefone,S,S,Finalizada não avaliada,Não Avaliada,,0,Área: Serviços Financeiros | Assunto: Conta corrente / Salário / Poupança /Conta Aposentadoria | Problema: Cobrança por serviço/produto não contratado / não reconhecido / não solicitado | Grupo: Cobrança / Contestação,Cliente reclama sobre cobrança de serviços financeiros não solicitados.,Cobrança,Negativo,Alta
S ,RS,Porto Alegre,F,entre 31 a 40 anos,2025,1,2025-01-30,2025-02-06,7.0,Oi Fixo,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Internet Fixa,Cobrança / Contestação,Cobrança após cancelamento do serviço,Não comprei / contratei,S,S,Finalizada não avaliada,Não Avaliada,,0,Área: Telecomunicações | Assunto: Internet Fixa | Problema: Cobrança após cancelamento do serviço | Grupo: Cobrança / Contestação,Cliente reclama sobre cobrança após cancelar o serviço de internet fixa.,Cobrança,Negativo,Media
S ,RS,Porto Alegre,F,entre 31 a 40 anos,2023,3,2023-03-04,2023-03-23,5.0,99Pay,Empresas de Pagamento Eletrônico,Serviços Financeiros,Serviço de pagamento online/ via celular/ maquininha,Cobrança / Contestação,Negativação indevida referente a cobrança não reconhecida,Internet,S,S,Finalizada não avaliada,Não Avaliada,,0,Área: Serviços Financeiros | Assunto: Serviço de pagamento online/ via celular/ maquininha | Problema: Negativação indevida referente a cobrança não reconhecida | Grupo: Cobrança / Contestação,Negativação indevida em pagamento online.,Cobrança,Muito Negativo,Alta
S ,RS,Porto Alegre,M,entre 31 a 40 anos,2023,10,2023-10-23,,,Santander Financiamentos (Aymoré),"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Financiamentos de Veículos / Leasing,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Não comprei / contratei,S,N,Cancelada,,,0,Área: Serviços Financeiros | Assunto: Financiamentos de Veículos / Leasing | Problema: Cobrança indevida / abusiva para alterar ou cancelar o contrato | Grupo: Cobrança / Contestação,A empresa cobrou indevidamente por alterar ou cancelar um contrato de financiamento de veículo.,Cobrança,Muito Negativo,Alta
S ,RS,Porto Alegre,F,entre 31 a 40 anos,2024,8,2024-08-10,2024-08-19,9.0,Facebook / Instagram,Provedores de Conteúdo e Outros Serviços na Internet,Demais Serviços ,"Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc)",Dados Pessoais e Privacidade,Dificuldade de acesso a dados pessoais ou financeiros,Internet,S,S,Finalizada não avaliada,Não Avaliada,,0,"Área: Demais Serviços  | Assunto: Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc) | Problema: Dificuldade de acesso a dados pessoais ou financeiros | Grupo: Dados Pessoais e Privacidade",Dificuldade de acesso a dados pessoais ou financeiros.,Atendimento,Negativo,Alta
S ,RS,Porto Alegre,F,entre 31 a 40 anos,2024,11,2024-11-22,2024-11-26,4.0,Latam Airlines (Tam),Transporte Aéreo,Transportes,Aéreo,Atendimento / SAC,SAC - Dificuldade para cancelar o serviço,Internet,S,S,Finalizada avaliada,Resolvida,5.0,1,Área: Transportes | Assunto: Aéreo | Problema: SAC - Dificuldade para cancelar o serviço | Grupo: Atendimento / SAC,Dificuldade para cancelar voo aéreo.,Atendimento,Negativo,Alta
S ,RS,Porto Alegre,M,entre 41 a 50 anos,2023,12,2023-12-25,2024-01-04,10.0,Abastece Aí - Km de Vantagens,Programas de Fidelidade,Demais Serviços ,"Programas de Fidelidade / Benefícios (pontos, milhagem etc)",Vício de Qualidade,Interrupção/instabilidade do fornecimento,Internet,S,S,Finalizada não avaliada,Não Avaliada,,0,"Área: Demais Serviços  | Assunto: Programas de Fidelidade / Benefícios (pontos, milhagem etc) | Problema: Interrupção/instabilidade do fornecimento | Grupo: Vício de Qualidade",Problema com a interrupção dos benefícios de fidelidade.,Atendimento,Negativo,Alta
S ,RS,Porto Alegre,F,entre 31 a 40 anos,2023,10,2023-10-02,2023-10-12,10.0,123 Milhas,"Viagens, Turismo e Hospedagem",Turismo/Viagens,Pacote / excursão / agência de turismo,Contrato / Oferta,Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Internet,S,S,Finalizada não avaliada,Não Avaliada,,0,Área: Turismo/Viagens | Assunto: Pacote / excursão / agência de turismo | Problema: Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa | Grupo: Contrato / Oferta,Oferta de pacote não foi cumprida.,Venda Enganosa,Muito Negativo,Alta
S ,RS,Porto Alegre,F,entre 61 a 70 anos,2024,2,2024-02-12,2024-02-21,9.0,Facta Financeira,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS),Cobrança / Contestação,Cobrança por serviço/produto não contratado / não reconhecido / não solicitado,Não comprei / contratei,N,S,Finalizada não avaliada,Não Avaliada,,0,Área: Serviços Financeiros | Assunto: Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS) | Problema: Cobrança por serviço/produto não contratado / não reconhecido / não solicitado | Grupo: Cobrança / Contestação,Cobrança indevida por serviços financeiros não contratados.,Cobrança,Negativo,Alta
S ,RS,Porto Alegre,F,entre 61 a 70 anos,2024,11,2024-11-05,2024-11-13,8.0,Caixa Econômica Federal,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Conta corrente / Salário / Poupança /Conta Aposentadoria,Atendimento / SAC,SAC - Dificuldade para cancelar o serviço,Domicílio,N,S,Finalizada não avaliada,Não Avaliada,,0,Área: Serviços Financeiros | Assunto: Conta corrente / Salário / Poupança /Conta Aposentadoria | Problema: SAC - Dificuldade para cancelar o serviço | Grupo: Atendimento / SAC,Dificuldade em cancelar conta corrente.,Atendimento,Negativo,Alta
S ,RS,Porto Alegre,F,entre 51 a 60 anos,2023,3,2023-03-03,2023-03-13,10.0,Banrisul,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Cartão de Crédito / Cartão de Débito / Cartão de Loja,Cobrança / Contestação,Renegociação / parcelamento de dívida,Loja física,S,S,Finalizada avaliada,Não Resolvida,3.0,1,Área: Serviços Financeiros | Assunto: Cartão de Crédito / Cartão de Débito / Cartão de Loja | Problema: Renegociação / parcelamento de dívida | Grupo: Cobrança / Contestação,Dívida não paga com opção de renegociação.,Cobrança,Negativo,Alta
S ,RS,Porto Alegre,M,entre 61 a 70 anos,2024,1,2024-01-25,,,Cielo,Empresas de Pagamento Eletrônico,Serviços Financeiros,Serviço de pagamento online/ via celular/ maquininha,Cobrança / Contestação,Cobrança por serviço/produto não contratado / não reconhecido / não solicitado,Não comprei / contratei,S,N,Finalizada não avaliada,Não Avaliada,,0,Área: Serviços Financeiros | Assunto: Serviço de pagamento online/ via celular/ maquininha | Problema: Cobrança por serviço/produto não contratado / não reconhecido / não solicitado | Grupo: Cobrança / Contestação,Cliente reclama sobre cobrança indevida por serviços financeiros não solicitados.,Cobrança,Negativo,Alta
S ,RS,Porto Alegre,F,entre 31 a 40 anos,2025,1,2025-01-23,2025-01-23,0.0,Cartões Renner (Realize CFI),"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Cartão de Crédito / Cartão de Débito / Cartão de Loja,Cobrança / Contestação,Negativação indevida referente à pagamento já efetuado,Loja física,S,S,Finalizada não avaliada,Não Avaliada,,0,Área: Serviços Financeiros | Assunto: Cartão de Crédito / Cartão de Débito / Cartão de Loja | Problema: Negativação indevida referente à pagamento já efetuado | Grupo: Cobrança / Contestação,Pagamento já efetuado não foi considerado.,Cobrança,Muito Negativo,Alta
S ,RS,Porto Alegre,M,entre 41 a 50 anos,2024,1,2024-01-06,2024-01-08,2.0,Cinemark,Entretenimento,Demais Serviços ,"Cultura / Esporte / Lazer / Eventos (shows, jogos, cinema, teatro, festas, clubes, academias de ginástica)",Cobrança / Contestação,Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo,Loja física,S,S,Finalizada não avaliada,Não Avaliada,,0,"Área: Demais Serviços  | Assunto: Cultura / Esporte / Lazer / Eventos (shows, jogos, cinema, teatro, festas, clubes, academias de ginástica) | Problema: Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo | Grupo: Cobrança / Contestação",Não foi fornecido o serviço como agido.,Cobrança,Negativo,Alta
S ,RS,Porto Alegre,M,entre 21 a 30 anos,2023,7,2023-07-31,2023-08-10,10.0,AIG Seguros,"Seguros, Capitalização e Previdência",Serviços Financeiros,Demais Seguros,Atendimento / SAC,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Internet,S,S,Finalizada não avaliada,Não Avaliada,,0,Área: Serviços Financeiros | Assunto: Demais Seguros | Problema: SAC - Demanda não resolvida / não respondida / respondida após o prazo | Grupo: Atendimento / SAC,Demanda de atendimento não resolvida no SAC.,Atendimento,Negativo,Alta
S ,RS,Porto Alegre,F,entre 31 a 40 anos,2025,5,2025-05-28,2025-06-06,9.0,Nissan,"Montadoras, Concessionárias e Prestadores de Serviços Automotivos",Demais Serviços ,Serviços automotivos,Contrato / Oferta,Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Loja física,S,S,Finalizada não avaliada,Não Avaliada,,0,Área: Demais Serviços  | Assunto: Serviços automotivos | Problema: Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa | Grupo: Contrato / Oferta,A empresa não cumpriu a oferta de serviços prometida.,Contrato,Muito Negativo,Alta
S ,RS,Porto Alegre,M,entre 31 a 40 anos,2023,8,2023-08-26,2023-08-31,5.0,Azul Linhas Aéreas,Transporte Aéreo,Transportes,Aéreo,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Internet,N,S,Finalizada avaliada,Resolvida,5.0,1,"Área: Transportes | Assunto: Aéreo | Problema: Cobrança de tarifas, taxas, valores não previstos / não informados | Grupo: Cobrança / Contestação",Cliente reclama sobre cobrança de tarifas e taxas não previstas.,Cobrança,Negativo,Baixa
S ,RS,Porto Alegre,M,entre 21 a 30 anos,2024,5,2024-05-16,,,Banco Pan ,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS),Cobrança / Contestação,Negativação indevida referente a cobrança não reconhecida,Internet,N,N,Cancelada,,,0,Área: Serviços Financeiros | Assunto: Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS) | Problema: Negativação indevida referente a cobrança não reconhecida | Grupo: Cobrança / Contestação,Negativação indevida de crédito consignado sem justa razão.,Cobrança,Muito Negativo,Alta
S ,RS,Porto Alegre,F,entre 41 a 50 anos,2025,1,2025-01-22,2025-01-28,6.0,Caixa Econômica Federal,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Cartão de Crédito / Cartão de Débito / Cartão de Loja,Cobrança / Contestação,"Cálculo de juros, saldo devedor (contestação, solicitação de histórico, dúvidas)",Loja física,S,S,Finalizada não avaliada,Não Avaliada,,0,"Área: Serviços Financeiros | Assunto: Cartão de Crédito / Cartão de Débito / Cartão de Loja | Problema: Cálculo de juros, saldo devedor (contestação, solicitação de histórico, dúvidas) | Grupo: Cobrança / Contestação",Dúvida sobre cálculo de juros e saldo devedor.,Cobrança,Negativo,Media
S ,RS,Porto Alegre,M,entre 31 a 40 anos,2023,7,2023-07-12,2023-08-04,9.0,Magazine Luiza - Loja Física,Varejo,Serviços Financeiros,Cartão de Crédito / Cartão de Débito / Cartão de Loja,Atendimento / SAC,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Loja física,S,S,Finalizada não avaliada,Não Avaliada,,0,Área: Serviços Financeiros | Assunto: Cartão de Crédito / Cartão de Débito / Cartão de Loja | Problema: SAC - Demanda não resolvida / não respondida / respondida após o prazo | Grupo: Atendimento / SAC,Demanda de atendimento não resolvida no SAC.,Atendimento,Negativo,Alta
S ,RS,Porto Alegre,M,entre 31 a 40 anos,2025,7,2025-07-17,2025-07-24,7.0,Ligga Telecom (antiga Copel Telecom),"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Internet Fixa,Atendimento / SAC,SAC - Dificuldade para cancelar o serviço,Internet,S,S,Finalizada avaliada,Resolvida,3.0,1,Área: Telecomunicações | Assunto: Internet Fixa | Problema: SAC - Dificuldade para cancelar o serviço | Grupo: Atendimento / SAC,Dificuldade para cancelar a internet fixa no SAC.,Atendimento,Negativo,Alta
S ,RS,Porto Alegre,F,entre 31 a 40 anos,2023,8,2023-08-16,2023-08-24,8.0,Latam Airlines (Tam),Transporte Aéreo,Transportes,Aéreo,Vício de Qualidade,"Extravio/ avaria de bagagem, carga, correspondência (ressarcimento, indenizações)",Loja física,S,S,Finalizada avaliada,Resolvida,5.0,1,"Área: Transportes | Assunto: Aéreo | Problema: Extravio/ avaria de bagagem, carga, correspondência (ressarcimento, indenizações) | Grupo: Vício de Qualidade",Bagagem foi extravagiada ou sofreu avaria.,Reembolso,Muito Negativo,Alta
S ,RS,Porto Alegre,M,entre 31 a 40 anos,2023,6,2023-06-16,2023-06-26,10.0,Claro Residencial,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Pacote de Serviços ( Combo ),Cobrança / Contestação,Cobrança após cancelamento do serviço,Telefone,S,S,Finalizada não avaliada,Não Avaliada,,0,Área: Telecomunicações | Assunto: Pacote de Serviços ( Combo ) | Problema: Cobrança após cancelamento do serviço | Grupo: Cobrança / Contestação,A empresa cobrou dinheiro após o cancelamento do pacote de serviços.,Cobrança,Muito Negativo,Alta
S ,RS,Porto Alegre,F,entre 21 a 30 anos,2024,9,2024-09-08,2024-09-10,2.0,Banco Santander,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Conta corrente / Salário / Poupança /Conta Aposentadoria,Cobrança / Contestação,Negativação indevida referente à pagamento já efetuado,Loja física,S,S,Finalizada não avaliada,Não Avaliada,,0,Área: Serviços Financeiros | Assunto: Conta corrente / Salário / Poupança /Conta Aposentadoria | Problema: Negativação indevida referente à pagamento já efetuado | Grupo: Cobrança / Contestação,Pagamento de conta corrente não foi creditado.,Cobrança,Muito Negativo,Alta
S ,RS,Porto Alegre,M,entre 41 a 50 anos,2023,5,2023-05-19,2023-05-24,5.0,Shopee Brasil,Comércio Eletrônico,Demais Produtos,"Vestuário e Artigos de Uso Pessoal (roupa, calçados, jóias, bijuterias, malas, bolsas, etc)",Cobrança / Contestação,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,S,S,Finalizada avaliada,Resolvida,2.0,1,"Área: Demais Produtos | Assunto: Vestuário e Artigos de Uso Pessoal (roupa, calçados, jóias, bijuterias, malas, bolsas, etc) | Problema: Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores | Grupo: Cobrança / Contestação",Atrás de devolução de valor pago.,Cobrança,Muito Negativo,Alta
S ,RS,Porto Alegre,F,entre 51 a 60 anos,2023,7,2023-07-21,2023-07-29,8.0,Porto Seguro Cartões e Financiamentos,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Cartão de Crédito / Cartão de Débito / Cartão de Loja,Contrato / Oferta,Ligações indesejadas de telemarketing (0303),Telefone,S,S,Finalizada não avaliada,Não Avaliada,,0,Área: Serviços Financeiros | Assunto: Cartão de Crédito / Cartão de Débito / Cartão de Loja | Problema: Ligações indesejadas de telemarketing (0303) | Grupo: Contrato / Oferta,Recebeu ligações indesejadas de telemarketing.,Atendimento,Negativo,Baixa
S ,RS,Porto Alegre,M,entre 21 a 30 anos,2024,3,2024-03-21,2024-03-28,7.0,Banco Hyundai Capital Brasil,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Financiamentos de Veículos / Leasing,Cobrança / Contestação,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Loja física,S,S,Finalizada avaliada,Resolvida,1.0,1,Área: Serviços Financeiros | Assunto: Financiamentos de Veículos / Leasing | Problema: Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores | Grupo: Cobrança / Contestação,Atrás de pagamento de financiamento de veículo.,Cobrança,Negativo,Alta
S ,RS,Porto Alegre,M,entre 31 a 40 anos,2023,11,2023-11-10,2023-11-13,3.0,Google,Provedores de Conteúdo e Outros Serviços na Internet,Demais Serviços ,"Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc)",Informação,Informações incompletas / inadequadas sobre o serviço,Internet,S,S,Finalizada não avaliada,Não Avaliada,,0,"Área: Demais Serviços  | Assunto: Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc) | Problema: Informações incompletas / inadequadas sobre o serviço | Grupo: Informação",Falta de informações precisas sobre serviços da internet.,Entrega,Negativo,Baixa
S ,RS,Porto Alegre,F,entre 61 a 70 anos,2024,11,2024-11-06,,,Itaú Consignado,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS),Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Não comprei / contratei,S,N,Cancelada,,,0,"Área: Serviços Financeiros | Assunto: Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS) | Problema: Cobrança de tarifas, taxas, valores não previstos / não informados | Grupo: Cobrança / Contestação",Cobrança irregular de tarifas e taxas no cartão de crédito consignado.,Cobrança,Negativo,Alta
S ,RS,Porto Alegre,F,entre 31 a 40 anos,2024,4,2024-04-04,,,CEEE Distribuição,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Atendimento / SAC,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Domicílio,S,N,Cancelada,,,0,"Área: Água, Energia, Gás | Assunto: Energia Elétrica | Problema: SAC - Demanda não resolvida / não respondida / respondida após o prazo | Grupo: Atendimento / SAC",Demanda de energia elétrica não resolvida após prazo.,Atendimento,Negativo,Alta
S ,RS,Porto Alegre,F,entre 21 a 30 anos,2025,1,2025-01-28,2025-02-14,10.0,Banco BV (antigo Banco Votorantim),"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Seguro Prestamista,Cobrança / Contestação,Cobrança por serviço/produto não contratado / não reconhecido / não solicitado,Internet,S,S,Finalizada não avaliada,Não Avaliada,,0,Área: Serviços Financeiros | Assunto: Seguro Prestamista | Problema: Cobrança por serviço/produto não contratado / não reconhecido / não solicitado | Grupo: Cobrança / Contestação,O cliente reclama sobre cobrança de um serviço financeiro que não foi contratado ou solicitado.,Cobrança,Negativo,Baixa
S ,RS,Porto Alegre,M,entre 31 a 40 anos,2023,1,2023-01-13,2023-01-18,5.0,Liberty Seguros,"Seguros, Capitalização e Previdência",Serviços Financeiros,Seguros de Veículos,Cobrança / Contestação,Cobrança por serviço/produto não contratado / não reconhecido / não solicitado,Telefone,S,S,Finalizada avaliada,Resolvida,1.0,1,Área: Serviços Financeiros | Assunto: Seguros de Veículos | Problema: Cobrança por serviço/produto não contratado / não reconhecido / não solicitado | Grupo: Cobrança / Contestação,Cliente reclama sobre cobrança indevida por serviços não contratados ou não reconhecidos em seguro de veículo.,Cobrança,Negativo,Alta
S ,RS,Porto Alegre,M,entre 21 a 30 anos,2025,2,2025-02-13,2025-02-22,9.0,Claro Fixo - Embratel,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Pacote de Serviços ( Combo ),Contrato / Oferta,Ligações indesejadas de telemarketing (0303),Telefone,N,S,Finalizada não avaliada,Não Avaliada,,0,Área: Telecomunicações | Assunto: Pacote de Serviços ( Combo ) | Problema: Ligações indesejadas de telemarketing (0303) | Grupo: Contrato / Oferta,Ligações indesejadas de telemarketing.,Atendimento,Muito Negativo,Alta
S ,RS,Porto Alegre,M,entre 21 a 30 anos,2025,5,2025-05-27,2025-05-29,2.0,Shopee Brasil,Comércio Eletrônico,Produtos Eletrodomésticos e Eletrônicos,"Aparelho de som, video e imagem ( Câmera, filmadora, dvd, home theater etc)",Entrega do Produto,Não entrega / demora na entrega do produto,Internet,S,S,Finalizada avaliada,Resolvida,1.0,1,"Área: Produtos Eletrodomésticos e Eletrônicos | Assunto: Aparelho de som, video e imagem ( Câmera, filmadora, dvd, home theater etc) | Problema: Não entrega / demora na entrega do produto | Grupo: Entrega do Produto","Demora na entrega do aparelho de som, vídeo e imagem.",Entrega do Produto,Negativo,Alta
S ,RS,Porto Alegre,F,entre 51 a 60 anos,2023,7,2023-07-11,,,Itaú Consórcio,Administradoras de Consórcios,Serviços Financeiros,Consórcios (exceto imóveis),Atendimento / SAC,SAC - Dificuldade para cancelar o serviço,Loja física,S,N,Cancelada,,,0,Área: Serviços Financeiros | Assunto: Consórcios (exceto imóveis) | Problema: SAC - Dificuldade para cancelar o serviço | Grupo: Atendimento / SAC,Dificuldade para cancelar consórcio de serviços financeiros.,Atendimento,Negativo,Media
S ,RS,Porto Alegre,M,entre 41 a 50 anos,2023,7,2023-07-27,2023-08-03,7.0,Nubank,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Crédito Consignado (para servidores públicos ou trabalhadores do setor privado),Cobrança / Contestação,Cartão não solicitado - Envio ou cobrança,Não comprei / contratei,S,S,Finalizada não avaliada,Não Avaliada,,0,Área: Serviços Financeiros | Assunto: Crédito Consignado (para servidores públicos ou trabalhadores do setor privado) | Problema: Cartão não solicitado - Envio ou cobrança | Grupo: Cobrança / Contestação,Cartão de crédito consignado enviado sem solicitação.,Cobrança,Negativo,Media
S ,RS,Porto Alegre,M,entre 61 a 70 anos,2024,10,2024-10-11,2024-10-21,10.0,Banco Master (antigo Banco Máxima),"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Cartão de Crédito / Cartão de Débito / Cartão de Loja,Vício de Qualidade,Bloqueio / Suspensão indevida do serviço,Internet,S,S,Finalizada não avaliada,Não Avaliada,,0,Área: Serviços Financeiros | Assunto: Cartão de Crédito / Cartão de Débito / Cartão de Loja | Problema: Bloqueio / Suspensão indevida do serviço | Grupo: Vício de Qualidade,Cartão de crédito bloqueado sem motivo claro.,Atendimento,Negativo,Alta
S ,RS,Porto Alegre,M,entre 31 a 40 anos,2025,1,2025-01-27,2025-01-29,2.0,Serasa Experian ,Bancos de Dados e Cadastros de Consumidores,Serviços Financeiros,Consulta / Monitoramento de CPF,Dados Pessoais e Privacidade,"Coleta, uso ou compartilhamento indevido ou não autorizado de dados pessoais ou financeiros",Não comprei / contratei,N,S,Finalizada não avaliada,Não Avaliada,,0,"Área: Serviços Financeiros | Assunto: Consulta / Monitoramento de CPF | Problema: Coleta, uso ou compartilhamento indevido ou não autorizado de dados pessoais ou financeiros | Grupo: Dados Pessoais e Privacidade",O cliente está preocupado com a segurança dos seus dados pessoais e financeiros.,Atendimento,Negativo,Alta
S ,RS,Porto Alegre,M,entre 41 a 50 anos,2024,6,2024-06-20,2024-06-28,8.0,Vivo - Telefônica,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Telefonia Móvel Pós-paga,Cobrança / Contestação,Cobrança por serviço/produto não contratado / não reconhecido / não solicitado,Não comprei / contratei,N,S,Finalizada avaliada,Resolvida,5.0,1,Área: Telecomunicações | Assunto: Telefonia Móvel Pós-paga | Problema: Cobrança por serviço/produto não contratado / não reconhecido / não solicitado | Grupo: Cobrança / Contestação,Cliente reclama sobre cobrança de serviços não contratados ou não reconhecidos.,Cobrança,Negativo,Baixa
